price,zip_code,construction_year,total_area_sqm,surface_land_sqm,nbr_bedrooms,fl_open_fire,fl_terrace,fl_garden,garden_sqm,fl_swimming_pool,subproperty_type_encoded,region_encoded,epc_encoded,state_encoded,province_encoded
335750.0,8370.0,2001.0,80.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,0
295000.0,8450.0,1946.0,95.0,815.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,0
200000.0,7334.0,1972.0,166.0,580.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,7,2,3
439500.0,2400.0,2024.0,122.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,2
275000.0,8400.0,2008.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,7,1,0
368567.0,1800.0,2017.5,123.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,6
385000.0,1360.0,1976.0,171.0,226.0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,2,1,9
650000.0,2610.0,1950.0,366.0,342.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,4,1,2
269000.0,9300.0,1972.0,166.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,1
220000.0,3270.0,1970.0,220.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,7,2,6
265000.0,4690.0,1959.0,140.0,520.0,4.0,0.0,1.0,1.0,285.0,0.0,0,1,9,5,4
160000.0,3560.0,1949.0,180.0,1038.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,7
199000.0,9750.0,2019.5,173.0,600.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
454000.0,2380.0,2023.0,166.0,461.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2
323500.0,8550.0,2023.0,166.0,348.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0
567044.0,9310.0,1972.0,170.0,1118.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
360000.0,8630.0,1992.0,227.0,500.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,3,1,0
849000.0,8620.0,1964.0,101.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,4,0,0
315000.0,8400.0,2024.0,86.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,0
475000.0,8000.0,2023.0,92.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,0
159000.0,7700.0,1977.0,92.0,0.0,1.0,0.0,0.0,1.0,40.0,0.0,1,1,4,1,3
249000.0,1080.0,1975.0,112.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,2,9,0,5
95000.0,8930.0,1983.0,166.0,512.0,3.0,0.0,0.0,1.0,465.0,0.0,0,0,7,2,0
427131.0,9620.0,1972.0,166.0,961.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
448159.0,8560.0,1983.0,168.0,521.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,0
279900.0,9160.0,2021.0,85.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,1
225000.0,2110.0,1977.0,75.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,2
249000.0,1030.0,1975.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,8,0,5
299000.0,1500.0,2017.5,102.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,6
230750.0,6720.0,2022.0,71.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,2,0,10
399000.0,1930.0,1956.0,141.0,163.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,6
449000.0,5070.0,2022.0,667.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1,1,5,0,8
245000.0,2100.0,1938.0,118.0,120.0,3.0,1.0,0.0,1.0,50.0,0.0,0,0,8,2,2
215000.0,2500.0,2022.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,5,2,2
275000.0,1090.0,1975.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,4,1,5
125000.0,4000.0,2022.0,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,9,5,4
268000.0,2110.0,1998.0,99.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,0,3,1,2
294000.0,9000.0,2022.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,1
396500.0,8370.0,2023.0,102.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0
349000.0,1140.0,2022.0,101.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,2,0,5
491000.0,3500.0,2021.0,139.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,7
280000.0,6220.0,1950.0,150.0,1189.0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,9,5,3
286000.0,5000.0,2022.0,93.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,1,2,0,8
294000.0,7532.0,2020.0,140.0,350.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,5,1,3
420000.0,2100.0,2017.0,165.0,121.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,2,0,2
349000.0,8530.0,1969.0,180.0,467.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0
375000.0,1310.0,2024.0,210.0,130.0,3.0,0.0,1.0,1.0,130.0,0.0,0,1,3,0,9
945000.0,1301.0,2023.0,244.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,9
440000.0,3130.0,2024.0,174.0,625.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,6
330000.0,1140.0,1999.0,110.0,0.0,2.0,0.0,1.0,1.0,80.0,0.0,1,2,4,0,5
315000.0,4460.0,2022.0,175.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,4,0,4
684433.0,1750.0,1967.0,163.0,850.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,6
256500.0,1357.0,2022.0,85.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,1,2,0,9
319000.0,2140.0,1958.0,130.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,2
285000.0,7180.0,2018.0,85.0,0.0,2.0,0.0,1.0,1.0,19.0,0.0,1,1,2,0,3
169000.0,4101.0,1959.0,115.0,195.0,3.0,0.0,1.0,1.0,110.0,0.0,0,1,9,5,4
292500.0,3920.0,1978.0,166.0,142.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,2,0,7
417600.0,9470.0,1972.0,184.0,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,1
177500.0,7700.0,2021.0,76.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,3,0,3
277500.0,3670.0,2022.0,130.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,7
140000.0,7110.0,1975.0,166.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,7,1,3
373000.0,1082.0,1975.0,125.0,0.0,2.0,0.0,1.0,1.0,24.0,0.0,1,2,5,0,5
265000.0,9000.0,2001.0,172.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2,1
250000.0,9450.0,1982.0,137.0,0.0,3.0,1.0,1.0,1.0,112.0,0.0,0,0,8,2,1
179000.0,2100.0,2018.0,57.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,2
327500.0,4950.0,2023.0,100.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,3,0,4
385000.0,9400.0,2021.0,92.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,1
349000.0,2240.0,1977.0,103.0,0.0,2.0,0.0,0.0,1.0,35.0,0.0,1,0,3,1,2
174900.0,3290.0,1970.0,153.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1,0,5,2,6
305000.0,8400.0,2022.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0
465000.0,8301.0,2024.0,78.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,0
380000.0,1082.0,1975.0,114.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,2,0,5
215000.0,9300.0,1899.0,166.0,80.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,5,1,1
360000.0,9032.0,1939.0,169.0,385.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,8,1,1
315000.0,2223.0,1970.0,166.0,1604.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,5,2
395000.0,8000.0,1978.0,166.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,0
473856.0,7033.0,1989.0,213.0,452.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,8,1,3
275000.0,9800.0,2022.0,92.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,1
205000.0,3000.0,2022.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,6
229000.0,1020.0,1956.0,75.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,2,9,1,5
370000.0,3018.0,1945.0,163.0,210.0,2.0,0.0,1.0,1.0,35.0,0.0,0,0,5,0,6
379000.0,3870.0,1970.0,281.0,1560.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,8,1,7
432000.0,4400.0,2023.0,150.0,500.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,4
305000.0,3300.0,2023.0,118.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,2,0,6
347000.0,4624.0,1959.0,173.0,390.0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,2,1,4
229000.0,2300.0,1975.0,131.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,4,1,2
299000.0,1180.0,1960.0,58.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1,2,7,1,5
330000.0,8300.0,2001.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,0
599000.0,5590.0,2021.0,385.0,3300.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,5,0,8
210000.0,7100.0,2013.0,87.0,0.0,2.0,0.0,1.0,1.0,248.0,0.0,1,1,3,1,3
417400.0,8580.0,2023.0,131.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0,2,1,0
282500.0,8760.0,2024.0,91.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,0
175000.0,1495.0,1976.0,166.0,827.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,8,2,9
240000.0,4300.0,1973.0,306.0,340.0,3.0,0.0,1.0,0.0,0.0,0.0,0,1,7,2,4
295000.0,1745.0,1943.0,152.0,454.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,7,2,6
850000.0,1150.0,2020.0,95.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,3,0,5
402000.0,8530.0,2023.0,185.0,300.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0
367500.0,8020.0,2023.0,166.0,538.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0
1335000.0,9070.0,1997.0,446.0,3950.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,3,0,1
139000.0,4000.0,1967.0,69.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,4,2,4
362000.0,9300.0,2021.0,114.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,1
259000.0,6040.0,1950.0,187.0,478.0,3.0,0.0,1.0,1.0,254.0,0.0,0,1,5,1,3
350000.0,5030.0,1982.0,220.0,1421.0,3.0,0.0,0.0,1.0,1421.0,0.0,0,1,7,4,8
675000.0,1060.0,1900.0,365.0,145.0,6.0,0.0,1.0,1.0,60.0,0.0,0,2,7,2,5
369000.0,2380.0,2023.0,137.0,304.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,2,0,2
361449.0,3670.0,1978.0,220.0,460.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,7
255000.0,8400.0,2008.0,56.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,0
347400.0,9600.0,2023.0,168.0,166.0,4.0,0.0,1.0,1.0,93.0,0.0,0,0,2,1,1
225000.0,8501.0,1951.0,166.0,312.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,3,1,0
250000.0,5000.0,2022.0,69.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,2,0,8
499000.0,1640.0,1957.0,158.0,1196.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,7,2,6
179000.0,7640.0,2020.0,150.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,5,1,3
295000.0,2070.0,2013.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,2
190000.0,7900.0,2020.0,166.0,130.0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,7,1,3
275000.0,1180.0,1956.0,77.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,9,5,5
249000.0,1090.0,2003.0,109.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,7,1,5
269800.0,5300.0,2022.0,118.0,0.0,3.0,0.0,0.0,1.0,30.0,0.0,1,1,2,0,8
239000.0,1070.0,1970.0,97.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,9,1,5
225000.0,1540.0,1910.0,166.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0,2,2,6
185000.0,8710.0,1961.0,154.0,361.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,2,0
195000.0,8370.0,2024.0,63.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,0
299000.0,3440.0,1972.0,132.0,808.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,6
250000.0,6030.0,1960.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,5,1,3
135000.0,8500.0,1952.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,4,1,0
245000.0,8450.0,2022.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0
235000.0,8400.0,2008.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,5,1,0
209000.0,9100.0,1970.0,88.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,3,1,1
1250000.0,8300.0,1966.0,115.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,0
199000.0,8620.0,1976.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,4,5,0
227400.0,4620.0,2022.0,83.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,3,0,4
199900.0,2300.0,1971.0,166.0,143.0,3.0,0.0,1.0,1.0,1.0,0.0,0,0,4,2,2
280000.0,7060.0,2023.0,124.0,202.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,2,1,3
325000.0,1040.0,1935.0,140.0,225.0,4.0,0.0,1.0,0.0,0.0,0.0,0,2,9,0,5
350000.0,5380.0,1982.0,189.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0,1,5,1,8
437340.0,2520.0,1958.0,192.0,272.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,2
235000.0,5100.0,1934.0,220.0,148.0,5.0,0.0,1.0,1.0,148.0,0.0,0,1,5,2,8
159000.0,5555.0,1970.0,143.0,120.0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,4,1,8
255000.0,6220.0,2018.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0,3
285000.0,1040.0,1975.0,81.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,7,5,5
419000.0,5020.0,1982.0,116.0,576.0,3.0,1.0,0.0,1.0,576.0,0.0,0,1,8,0,8
245000.0,7090.0,1975.0,160.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,9,2,3
360000.0,9890.0,2021.0,171.0,195.0,3.0,0.0,1.0,1.0,15.0,0.0,0,0,2,0,1
420000.0,9470.0,1988.0,166.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,5,0,1
279000.0,4210.0,1979.0,121.0,1385.0,4.0,0.0,1.0,1.0,1262.0,0.0,0,1,8,1,4
480000.0,1040.0,1975.0,162.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,2,5,0,5
210000.0,2100.0,1976.0,88.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0,3,1,2
195000.0,9300.0,1972.0,166.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,1
299000.0,2550.0,2016.0,110.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,2
125000.0,7390.0,1989.0,167.0,214.0,2.0,0.0,1.0,1.0,100.0,0.0,0,1,9,5,3
420000.0,1560.0,1941.0,132.0,442.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,6
235000.0,7800.0,2002.0,177.0,198.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,2,1,3
175000.0,4140.0,1959.0,109.0,1345.0,2.0,0.0,1.0,0.0,0.0,0.0,0,1,8,2,4
315000.0,5377.0,2021.0,125.0,989.0,3.0,0.0,0.0,1.0,909.0,0.0,0,1,0,1,8
445000.0,9310.0,2016.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,1
690161.0,8400.0,2005.5,225.0,422.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,0
339000.0,8210.0,2023.0,98.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1,0
800000.0,1700.0,1966.0,390.0,1364.0,5.0,1.0,1.0,1.0,600.0,0.0,0,0,4,0,6
260000.0,1030.0,1960.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,4,2,5
588284.0,9850.0,2001.0,166.0,698.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
500000.0,1180.0,2022.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,3,0,5
439000.0,2990.0,2012.0,217.0,279.0,3.0,1.0,0.0,1.0,0.0,0.0,0,0,3,0,2
458000.0,3520.0,2024.0,165.0,535.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,7
392550.0,2450.0,2024.0,156.0,305.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,2
420000.0,2570.0,1935.0,163.0,376.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0,5,1,2
363000.0,2160.0,2020.0,108.0,0.0,2.0,0.0,1.0,1.0,49.0,0.0,1,0,2,1,2
248000.0,8400.0,1949.0,175.0,73.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,4,0,0
296499.0,4460.0,1959.0,176.0,375.0,3.0,0.0,1.0,0.0,0.0,0.0,0,1,8,1,4
185000.0,4170.0,1922.0,89.0,550.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,9,5,4
199000.0,6790.0,2023.0,65.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,5,10
569000.0,1180.0,1924.0,220.0,0.0,3.0,0.0,1.0,1.0,30.0,0.0,0,2,9,2,5
369000.0,8640.0,1962.5,313.0,647.0,5.0,0.0,0.0,1.0,418.0,0.0,0,0,5,1,0
295000.0,8610.0,2023.0,75.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,5,1,0
295000.0,7700.0,2022.0,100.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,3
199000.0,7700.0,1977.0,100.0,89.0,3.0,0.0,1.0,1.0,20.0,0.0,0,1,4,1,3
329000.0,8400.0,2005.5,190.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,0
195000.0,1080.0,1966.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,5,1,5
164000.0,1480.0,2022.0,87.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,9
429000.0,4122.0,1972.0,200.0,3538.0,4.0,1.0,1.0,0.0,0.0,0.0,0,1,8,5,4
264000.0,8310.0,1997.0,92.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,4,1,0
210000.0,1730.0,1979.0,98.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,6
265000.0,2800.0,1977.0,162.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,0,4,2,2
384000.0,3560.0,1978.0,143.0,270.0,4.0,0.0,1.0,1.0,46.0,0.0,0,0,7,0,7
513391.0,7600.0,2020.0,195.0,1766.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,5,1,3
199000.0,2500.0,1961.0,81.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0,3,0,2
450000.0,9506.0,1981.0,160.0,2160.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,5,1,1
369000.0,2100.0,1958.0,187.0,129.0,5.0,0.0,1.0,0.0,0.0,0.0,0,0,4,1,2
255000.0,7000.0,2022.0,89.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,2,0,3
410000.0,9600.0,2021.0,137.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,1
285000.0,7500.0,2021.5,105.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,2,0,3
415000.0,8300.0,2001.0,85.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,0
255000.0,6120.0,2023.0,100.0,0.0,2.0,0.0,1.0,1.0,50.0,0.0,1,1,2,1,3
257500.0,8400.0,2021.0,84.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,0
199000.0,8531.0,1973.0,162.0,236.0,4.0,0.0,0.0,1.0,114.0,0.0,0,0,7,2,0
425000.0,3001.0,1936.0,170.0,169.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,5,2,6
346600.0,1120.0,2022.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,2,2,1,5
269000.0,2650.0,1973.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,2
243080.0,4100.0,2022.0,86.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,4
249000.0,2140.0,1993.0,79.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,2
267000.0,9600.0,2021.0,100.0,0.0,2.0,0.0,1.0,1.0,60.0,0.0,1,0,2,1,1
318058.0,6220.0,2023.0,118.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,1,2,0,3
310000.0,9000.0,2022.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,1
410000.0,4802.0,2023.0,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,4
478160.0,9500.0,1972.0,175.0,741.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
310000.0,8400.0,2008.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,3,1,0
464500.0,2627.0,1958.0,155.0,178.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,4,0,2
249000.0,3980.0,1970.0,195.0,841.0,5.0,1.0,0.0,1.0,0.0,0.0,0,0,7,5,7
299900.0,3980.0,2021.0,108.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,7
439000.0,1790.0,1949.0,268.0,225.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,5,0,6
220000.0,6043.0,1950.0,166.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,5,1,3
369000.0,9600.0,1966.0,240.0,270.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,3,1,1
530000.0,1050.0,1967.0,147.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,2,5,5,5
547000.0,8020.0,1978.0,180.0,488.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,8,1,0
439000.0,2243.0,2023.0,190.0,355.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,2,0,2
187000.0,7700.0,2021.0,88.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,3,0,3
189000.0,1050.0,1905.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,5,2,5
218500.0,6700.0,2023.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,3,1,10
228500.0,7800.0,2024.0,90.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,1,2,1,3
310000.0,8580.0,2021.0,108.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0
327591.0,2300.0,2024.0,138.0,140.0,3.0,0.0,1.0,1.0,70.0,0.0,0,0,2,0,2
417600.0,9470.0,2024.0,116.0,274.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,2,0,1
479011.0,7800.0,2002.0,195.0,1363.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,9,1,3
770000.0,1180.0,1975.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,5,0,5
476200.0,1420.0,2022.0,136.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,9
237060.0,7800.0,2023.0,90.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,1,2,1,3
594000.0,1320.0,2022.0,200.0,1288.0,3.0,1.0,1.0,1.0,0.0,0.0,0,1,3,0,9
339000.0,9300.0,1958.0,166.0,642.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,5,1
269000.0,3560.0,1959.0,160.0,1283.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,7,2,7
210000.0,2400.0,1977.0,166.0,986.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,2
338950.0,9800.0,2001.0,166.0,300.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,7,1,1
219900.0,9220.0,1976.0,160.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,1
329000.0,4000.0,1899.0,171.0,365.0,4.0,0.0,1.0,1.0,200.0,0.0,0,1,5,1,4
245000.0,8510.0,1900.0,130.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,0
536599.0,7060.0,1975.0,163.0,700.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,9,1,3
459000.0,1850.0,2017.5,107.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0,2,1,6
178000.0,9100.0,1956.0,77.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,1
169000.0,6970.0,2023.0,58.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,2,1,10
634755.0,9255.0,1976.0,176.0,2914.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,1
215000.0,2440.0,2008.0,61.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,4,1,2
344000.0,8980.0,2024.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0
199000.0,4040.0,2004.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0,4
149000.0,7000.0,1972.0,85.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,5,1,3
275000.0,1150.0,1966.0,85.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,2,5,0,5
315000.0,8000.0,1930.0,86.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1,0,3,1,0
