Model,Train MSE,Train MAE,Train R2,Test MSE,Test MAE,Test R2
Bayesian Ridge,0.6869082657410277,0.5665824651517392,0.30984193112094693,0.7132178265350672,0.57709237445726,0.2998114000817306
