Model,Train MSE,Train MAE,Train R2,Test MSE,Test MAE,Test R2,CV Mean RMSE,CV Std RMSE
Linear Regression,0.6869076570921281,0.5666027469701783,0.30984254264940014,0.7132382241803303,0.5771176644339918,0.29979137506532316,0.832261560347105,0.00846180766474405
